r_imm,r_del,delay,choice,p_imm,condition,rt,subject_id,run_type,log_rt
49.65,50.0,7.0,0,0.5,1.0,1215.8,Subj_46,train,7.103157575314622
0.36,20.0,90.0,0,0.5,1.0,1229.9,Subj_46,train,7.1146881442483645
3.57,10.0,180.0,0,0.5,1.0,918.4,Subj_46,train,6.822633025565302
0.23,50.0,365.0,0,0.5,1.0,882.0,Subj_46,train,6.782192056006791
49.99,50.0,30.0,0,0.5,1.0,1034.5,Subj_46,train,6.941673497185597
0.02,5.0,365.0,0,0.5,1.0,896.8000000999999,Subj_46,train,6.7988328718694575
1.92,10.0,7.0,0,0.5,1.0,1005.0,Subj_46,train,6.912742820493176
4.99,5.0,7.0,1,0.5,1.0,1969.3,Subj_46,train,7.585433428638151
19.86,20.0,7.0,0,0.5,1.0,1287.2,Subj_46,train,7.160224595678174
19.959999999999997,20.0,180.0,0,0.5,1.0,1787.4,Subj_46,train,7.4885173289472915
9.17,10.0,90.0,0,0.5,1.0,2041.7,Subj_46,train,7.621538073142154
9.99,10.0,90.0,1,0.5,1.0,2567.1,Subj_46,train,7.850532136092119
19.979999999999997,20.0,90.0,1,0.5,1.0,1848.8,Subj_46,train,7.522292058960171
3.66,5.0,365.0,0,0.5,1.0,1427.5,Subj_46,train,7.263679941530166
19.93,20.0,365.0,1,0.5,1.0,1436.1,Subj_46,train,7.269686385066573
0.05,5.0,180.0,0,0.5,1.0,1751.4,Subj_46,train,7.4681707470881245
4.99,5.0,30.0,1,0.5,1.0,1809.0,Subj_46,train,7.500529485395295
9.62,50.0,7.0,0,0.5,1.0,1786.2,Subj_46,train,7.487845737249786
0.09,5.0,90.0,0,0.5,1.0,1484.1,Subj_46,train,7.302563806901772
0.26,5.0,30.0,0,0.5,1.0,1309.5,Subj_46,train,7.1774006639477665
9.99,10.0,30.0,1,0.5,1.0,1910.0,Subj_46,train,7.554858521040676
42.37,50.0,180.0,0,0.5,1.0,1490.2,Subj_46,train,7.306665618119627
0.53,10.0,30.0,0,0.5,1.0,1012.8,Subj_46,train,6.9204740513899115
0.18,20.0,180.0,0,0.5,1.0,925.9,Subj_46,train,6.830766237454001
18.69,20.0,7.0,0,0.5,1.0,1448.1,Subj_46,train,7.278007631334557
3.8499999999999996,20.0,7.0,0,0.5,1.0,1115.9,Subj_46,train,7.017416533191656
49.99,50.0,7.0,1,0.5,1.0,2117.6,Subj_46,train,7.658038650912891
4.99,5.0,365.0,1,0.9,1.0,1314.7,Subj_46,test,7.181363781702559
4.99,5.0,365.0,1,0.8,1.0,1989.6,Subj_46,test,7.5956888924891945
0.01,5.0,7.0,0,0.2,1.0,1146.9,Subj_46,test,7.044817929370477
19.99,20.0,365.0,1,0.8,1.0,1229.7,Subj_46,test,7.114525516178402
0.01,20.0,7.0,0,0.2,1.0,1025.1,Subj_46,test,6.932545447789356
49.99,50.0,365.0,1,0.8,1.0,1499.5,Subj_46,test,7.312886998189064
4.99,5.0,365.0,1,0.6,1.0,1269.6,Subj_46,test,7.1464571692122
0.01,10.0,7.0,0,0.1,1.0,1088.1,Subj_46,test,6.992188334956967
0.01,5.0,7.0,0,0.4,1.0,1043.6,Subj_46,test,6.950431553262574
0.01,10.0,7.0,0,0.4,1.0,910.4,Subj_46,test,6.8138840633720665
0.01,50.0,7.0,0,0.2,1.0,1118.6,Subj_46,test,7.0198331823874875
0.01,50.0,7.0,0,0.3,1.0,1039.7,Subj_46,test,6.946687488983924
,20.0,90.0,0,0.5,1.0,2206.7,Subj_46,test,7.699253465889035
0.01,50.0,7.0,0,0.1,1.0,907.4,Subj_46,test,6.810583367229864
0.01,50.0,7.0,0,0.4,1.0,884.9,Subj_46,test,6.785474644273305
19.99,20.0,365.0,1,0.9,1.0,1030.9,Subj_46,test,6.938187486102339
4.99,5.0,365.0,1,0.9,1.0,1203.4,Subj_46,test,7.092906162786251
19.99,20.0,365.0,0,0.7,1.0,1229.0,Subj_46,test,7.113956109566034
19.99,20.0,365.0,1,0.9,1.0,1306.8,Subj_46,test,7.175336679726915
19.99,20.0,365.0,1,0.8,1.0,1429.2,Subj_46,test,7.264870126149255
9.99,10.0,365.0,1,0.7,1.0,1108.7,Subj_46,test,7.010943436778306
4.99,5.0,365.0,1,0.9,1.0,930.1,Subj_46,test,6.835292107248422
0.01,10.0,7.0,0,0.4,1.0,1180.7,Subj_46,test,7.073862761913064
4.99,5.0,365.0,1,0.6,1.0,1269.8,Subj_46,test,7.146614686736349
4.99,5.0,365.0,1,0.7,1.0,1091.7,Subj_46,test,6.9954913932862235
0.01,20.0,7.0,0,0.4,1.0,1121.2,Subj_46,test,7.022154819290633
49.99,50.0,365.0,1,0.9,1.0,1070.7,Subj_46,test,6.976067919164224
49.99,50.0,365.0,1,0.8,1.0,1483.9,Subj_46,test,7.3024290360120805
,20.0,30.0,0,0.5,1.0,1695.4,Subj_46,test,7.435673980174305
49.99,50.0,365.0,1,0.7,1.0,1003.4,Subj_46,test,6.9111495120501525
0.01,5.0,7.0,0,0.1,1.0,1118.9,Subj_46,test,7.020101338813675
0.01,50.0,7.0,0,0.3,1.0,2449.8,Subj_46,test,7.8037616675535855
,5.0,7.0,0,0.5,1.0,1462.5,Subj_46,test,7.287902579106012
49.99,50.0,365.0,1,0.6,1.0,1701.6,Subj_46,test,7.439324263886028
0.01,10.0,7.0,0,0.3,1.0,1033.7,Subj_46,test,6.940899877574439
9.99,10.0,365.0,1,0.7,1.0,987.5,Subj_46,test,6.895176496775277
9.99,10.0,365.0,1,0.7,1.0,1298.5,Subj_46,test,7.168965031102803
19.99,20.0,365.0,1,0.7,1.0,1449.8,Subj_46,test,7.279180894866777
0.01,10.0,7.0,0,0.3,1.0,1176.2,Subj_46,test,7.070044182025856
0.01,20.0,7.0,0,0.3,1.0,2992.6,Subj_46,test,8.003897853749319
0.01,5.0,7.0,0,0.3,1.0,857.5999999000001,Subj_46,test,6.754137790199933
0.01,50.0,7.0,0,0.4,1.0,851.0,Subj_46,test,6.7464121285733745
0.01,50.0,7.0,0,0.1,1.0,1049.3,Subj_46,test,6.955878554163865
4.99,5.0,365.0,1,0.6,1.0,1464.7,Subj_46,test,7.289405722324261
0.01,10.0,7.0,0,0.1,1.0,1021.0,Subj_46,test,6.928537818164665
4.99,5.0,365.0,1,0.8,1.0,1002.0,Subj_46,test,6.90975328164481
0.01,20.0,7.0,0,0.2,1.0,1167.6,Subj_46,test,7.06270563897996
4.99,5.0,365.0,1,0.8,1.0,871.8,Subj_46,test,6.770560039804292
49.99,50.0,365.0,1,0.7,1.0,885.6,Subj_46,test,6.786265381394427
0.01,20.0,7.0,0,0.3,1.0,831.3000000999999,Subj_46,test,6.722990740657336
0.01,10.0,7.0,0,0.1,1.0,924.3,Subj_46,test,6.829036694270732
9.99,10.0,365.0,1,0.7,1.0,817.1999999000001,Subj_46,test,6.705883862821098
0.01,5.0,7.0,0,0.3,1.0,1226.4,Subj_46,test,7.111838327557605
,10.0,365.0,0,0.5,1.0,865.5999999000001,Subj_46,test,6.7634229079766905
9.99,10.0,365.0,1,0.6,1.0,1036.5,Subj_46,test,6.943604931875834
0.01,5.0,7.0,0,0.2,1.0,932.7,Subj_46,test,6.838083605732818
9.99,10.0,365.0,1,0.8,1.0,1091.3,Subj_46,test,6.995124925119044
0.01,50.0,7.0,0,0.1,1.0,1158.7,Subj_46,test,7.055053966003016
49.99,50.0,365.0,1,0.8,1.0,860.4,Subj_46,test,6.757397397393575
,50.0,180.0,0,0.5,1.0,1554.2,Subj_46,test,7.348716222775142
0.01,50.0,7.0,0,0.2,1.0,1420.4,Subj_46,test,7.258693801068933
0.01,50.0,7.0,0,0.1,1.0,916.9,Subj_46,test,6.820998415055855
19.99,20.0,365.0,1,0.7,1.0,1114.0,Subj_46,test,7.01571242048723
19.99,20.0,365.0,1,0.6,1.0,1136.7,Subj_46,test,7.035884606692665
0.01,20.0,7.0,0,0.2,1.0,822.5,Subj_46,test,6.712348482639527
,10.0,90.0,0,0.5,1.0,1313.8,Subj_46,test,7.180678980458373
4.99,5.0,365.0,1,0.8,1.0,1183.9,Subj_46,test,7.07656935241759
0.01,20.0,7.0,0,0.1,1.0,1186.5,Subj_46,test,7.078763075875818
19.99,20.0,365.0,1,0.6,1.0,1345.3,Subj_46,test,7.204372315491497
0.01,20.0,7.0,0,0.3,1.0,985.0,Subj_46,test,6.892641641172089
9.99,10.0,365.0,1,0.9,1.0,1118.4,Subj_46,test,7.019654371479546
0.01,10.0,7.0,0,0.2,1.0,986.8000000999999,Subj_46,test,6.894467384756539
0.01,5.0,7.0,0,0.2,1.0,789.4,Subj_46,test,6.671273163228746
,50.0,7.0,0,0.5,1.0,773.6999999000001,Subj_46,test,6.65118420142616
0.01,50.0,7.0,0,0.4,1.0,724.2,Subj_46,test,6.585067597331541
0.01,5.0,7.0,0,0.1,1.0,795.3,Subj_46,test,6.6787194019630896
9.99,10.0,365.0,1,0.8,1.0,975.4,Subj_46,test,6.882847643275952
0.01,5.0,7.0,0,0.4,1.0,1040.3,Subj_46,test,6.94726441207685
,50.0,90.0,0,0.5,1.0,1570.9,Subj_46,test,7.359403982505894
9.99,10.0,365.0,1,0.6,1.0,1388.6,Subj_46,test,7.236051324319173
19.99,20.0,365.0,1,0.9,1.0,1296.6,Subj_46,test,7.167500732740895
4.99,5.0,365.0,1,0.7,1.0,1379.9,Subj_46,test,7.229766311757508
0.01,5.0,7.0,0,0.4,1.0,1407.5,Subj_46,test,7.249570360013846
49.99,50.0,365.0,1,0.9,1.0,1799.1,Subj_46,test,7.495041818842574
49.99,50.0,365.0,1,0.8,1.0,1589.1,Subj_46,test,7.370923097218591
0.01,10.0,7.0,0,0.3,1.0,2624.8,Subj_46,test,7.872759981646892
0.01,5.0,7.0,0,0.4,1.0,1089.0,Subj_46,test,6.9930151229329605
0.01,20.0,7.0,0,0.1,1.0,1885.6,Subj_46,test,7.542001351621921
9.99,10.0,365.0,1,0.8,1.0,1633.3,Subj_46,test,7.398357787059093
19.99,20.0,365.0,1,0.9,1.0,1484.4,Subj_46,test,7.302765929186442
9.99,10.0,365.0,1,0.9,1.0,1427.4,Subj_46,test,7.263609886536967
0.01,5.0,7.0,0,0.3,1.0,1844.7,Subj_46,test,7.520071941627534
4.99,5.0,365.0,1,0.7,1.0,2025.5,Subj_46,test,7.613571862642745
4.99,5.0,365.0,1,0.7,1.0,1189.3,Subj_46,test,7.0811201777332
49.99,50.0,365.0,1,0.7,1.0,1608.4,Subj_46,test,7.382995175023119
0.01,20.0,7.0,0,0.1,1.0,967.8,Subj_46,test,6.875025454359218
49.99,50.0,365.0,1,0.9,1.0,1584.0,Subj_46,test,7.367708572374371
19.99,20.0,365.0,1,0.6,1.0,2860.2,Subj_46,test,7.958646831438835
9.99,10.0,365.0,1,0.8,1.0,1081.7,Subj_46,test,6.986289156636244
0.01,5.0,7.0,0,0.3,1.0,1106.3,Subj_46,test,7.008776393040865
0.01,50.0,7.0,0,0.3,1.0,1121.0,Subj_46,test,7.02197642307216
19.99,20.0,365.0,1,0.6,1.0,1040.4,Subj_46,test,6.947360533574496
19.99,20.0,365.0,1,0.7,1.0,1399.8,Subj_46,test,7.2440846482554395
0.01,20.0,7.0,0,0.2,1.0,1128.0,Subj_46,test,7.028201432058005
0.01,10.0,7.0,0,0.2,1.0,980.3000000999999,Subj_46,test,6.88785864736969
4.99,5.0,365.0,1,0.7,1.0,1004.8,Subj_46,test,6.912543795713934
0.01,5.0,7.0,0,0.2,1.0,759.9000000999999,Subj_46,test,6.6331868458073355
0.01,50.0,7.0,0,0.4,1.0,1161.4,Subj_46,test,7.05738145293795
0.01,10.0,7.0,0,0.4,1.0,769.4,Subj_46,test,6.645610990318195
0.01,50.0,7.0,0,0.1,1.0,1264.0,Subj_46,test,7.142036574706803
,20.0,7.0,0,0.5,1.0,889.0,Subj_46,test,6.790097235513905
4.99,5.0,365.0,1,0.9,1.0,1178.3,Subj_46,test,7.071828000719295
0.01,20.0,7.0,0,0.1,1.0,1241.5,Subj_46,test,7.124075604948222
0.01,5.0,7.0,0,0.1,1.0,745.6,Subj_46,test,6.614189263371381
9.99,10.0,365.0,1,0.9,1.0,1648.5,Subj_46,test,7.407621062511786
9.99,10.0,365.0,1,0.6,1.0,917.2,Subj_46,test,6.821325550983749
0.01,20.0,7.0,0,0.1,1.0,982.1,Subj_46,test,6.889693136163729
9.99,10.0,365.0,1,0.6,1.0,1084.4,Subj_46,test,6.988782117624511
0.01,20.0,7.0,0,0.4,1.0,892.9,Subj_46,test,6.794474592523171
0.01,10.0,7.0,0,0.1,1.0,885.4,Subj_46,test,6.786039520298041
9.99,10.0,365.0,1,0.7,1.0,1204.9,Subj_46,test,7.094151854929231
0.01,20.0,7.0,0,0.4,1.0,775.9,Subj_46,test,6.654023645899904
19.99,20.0,365.0,1,0.8,1.0,1218.3,Subj_46,test,7.1052117233603616
0.01,10.0,7.0,0,0.2,1.0,770.8000000999999,Subj_46,test,6.647428936669947
4.99,5.0,365.0,0,0.8,1.0,833.4,Subj_46,test,6.725513718988353
0.01,20.0,7.0,0,0.3,1.0,1084.3,Subj_46,test,6.988689896478136
49.99,50.0,365.0,1,0.9,1.0,1059.6,Subj_46,test,6.965646757397915
,5.0,90.0,0,0.5,1.0,1163.8,Subj_46,test,7.0594457922225695
9.99,10.0,365.0,1,0.8,1.0,1062.4,Subj_46,test,6.968285778722169
0.01,5.0,7.0,0,0.2,1.0,1024.6,Subj_46,test,6.932057571505102
49.99,50.0,365.0,0,0.7,1.0,834.4,Subj_46,test,6.726712903686563
19.99,20.0,365.0,1,0.6,1.0,1233.2,Subj_46,test,7.117367696011995
9.99,10.0,365.0,1,0.6,1.0,2073.0,Subj_46,test,7.636752112435779
0.01,10.0,7.0,0,0.3,1.0,2473.6,Subj_46,test,7.813429858393103
49.99,50.0,365.0,1,0.8,1.0,2036.5,Subj_46,test,7.618987927088467
0.01,50.0,7.0,0,0.3,1.0,1924.5,Subj_46,test,7.562421472723801
0.01,10.0,7.0,0,0.4,1.0,1426.8,Subj_46,test,7.2631894534847365
,50.0,30.0,0,0.5,1.0,1894.0,Subj_46,test,7.546446273746024
4.99,5.0,365.0,1,0.6,1.0,2054.4,Subj_46,test,7.627739113495642
0.01,10.0,7.0,0,0.1,1.0,3355.7,Subj_46,test,8.118415671457889
49.99,50.0,365.0,1,0.6,1.0,1789.9,Subj_46,test,7.489915031352455
4.99,5.0,365.0,1,0.6,1.0,1850.7,Subj_46,test,7.523319224883703
49.99,50.0,365.0,1,0.6,1.0,1672.3,Subj_46,test,7.4219552033870775
4.99,5.0,365.0,1,0.9,1.0,2857.4,Subj_46,test,7.957667399431058
0.01,5.0,7.0,0,0.4,1.0,1887.5,Subj_46,test,7.54300848112318
49.99,50.0,365.0,1,0.6,1.0,1174.5,Subj_46,test,7.068597804098967
0.01,5.0,7.0,0,0.1,1.0,1524.1,Subj_46,test,7.329159350891804
9.99,10.0,365.0,1,0.9,1.0,1745.5,Subj_46,test,7.46479632654509
0.01,10.0,7.0,0,0.4,1.0,2468.9,Subj_46,test,7.811527986297319
,5.0,365.0,0,0.5,1.0,2512.2,Subj_46,test,7.8289141422531525
0.01,10.0,7.0,0,0.3,1.0,929.6,Subj_46,test,6.8347543860976465
49.99,50.0,365.0,1,0.9,1.0,2209.7,Subj_46,test,7.700612038691059
0.01,10.0,7.0,0,0.2,1.0,4232.3,Subj_46,test,8.350500859494476
,5.0,30.0,0,0.5,1.0,1794.2,Subj_46,test,7.492314519125183
0.01,20.0,7.0,0,0.4,1.0,1512.8,Subj_46,test,7.321717517344248
,10.0,7.0,0,0.5,1.0,1695.6,Subj_46,test,7.435791939478482
19.99,20.0,365.0,1,0.7,1.0,3467.1,Subj_46,test,8.151073788649505
0.01,50.0,7.0,0,0.2,1.0,1483.1,Subj_46,test,7.301889770747917
0.01,20.0,7.0,0,0.2,1.0,1182.0,Subj_46,test,7.074963197966044
49.99,50.0,365.0,1,0.6,1.0,5279.5,Subj_46,test,8.57158667524657
0.01,10.0,7.0,0,0.2,1.0,4464.0,Subj_46,test,8.403800504061147
0.01,50.0,7.0,0,0.4,1.0,2161.1,Subj_46,test,7.678372630308981
,20.0,365.0,0,0.5,1.0,1868.2,Subj_46,test,7.532730679438749
19.99,20.0,365.0,1,0.8,1.0,1544.3,Subj_46,test,7.3423260122289555
9.99,10.0,365.0,1,0.9,1.0,1837.6,Subj_46,test,7.516215651374888
0.01,50.0,7.0,0,0.2,1.0,1911.2,Subj_46,test,7.5554865960116
0.01,50.0,7.0,0,0.3,1.0,1617.4,Subj_46,test,7.388575200661722
0.01,20.0,7.0,0,0.4,1.0,3091.9,Subj_46,test,8.036541067657794
19.99,20.0,365.0,1,0.9,1.0,2913.1,Subj_46,test,7.976973085240792
,10.0,30.0,0,0.5,1.0,2118.1,Subj_46,test,7.658274739399952
19.99,20.0,365.0,1,0.8,1.0,1517.5,Subj_46,test,7.3248195229336535
0.01,20.0,7.0,0,0.3,1.0,1629.1,Subj_46,test,7.395782994072124
,10.0,180.0,0,0.5,1.0,2072.7,Subj_46,test,7.636607384162859
0.01,5.0,7.0,0,0.3,1.0,1428.1,Subj_46,test,7.264100168458888
,50.0,365.0,0,0.5,1.0,2253.9,Subj_46,test,7.720417328043225
49.99,50.0,365.0,1,0.7,1.0,2012.2,Subj_46,test,7.60698392985795
,20.0,180.0,0,0.5,1.0,1817.7,Subj_46,test,7.505327244619053
0.01,50.0,7.0,0,0.2,1.0,4834.7,Subj_46,test,8.483574358392561
0.01,5.0,7.0,0,0.1,1.0,1855.3,Subj_46,test,7.525801687032832
,5.0,180.0,0,0.5,1.0,1911.2,Subj_46,test,7.5554865960116
19.86,20.0,7.0,0,0.5,1.0,2094.3,Subj_47,train,7.646974647644465
7.6899999999999995,10.0,30.0,1,0.5,1.0,1662.5,Subj_47,train,7.416077772530009
0.91,50.0,90.0,1,0.5,1.0,759.7,Subj_47,train,6.632923618509176
2.63,5.0,90.0,1,0.5,1.0,1433.8,Subj_47,train,7.268083541418772
0.09,10.0,180.0,1,0.5,1.0,2311.6,Subj_47,train,7.7456952044436225
5.26,10.0,90.0,1,0.5,1.0,1484.7,Subj_47,train,7.30296801062595
1.08,5.0,365.0,1,0.5,1.0,1234.0,Subj_47,train,7.1180162044653335
0.26,5.0,30.0,1,0.5,1.0,1459.0,Subj_47,train,7.285506548522785
0.05,5.0,180.0,1,0.5,1.0,1195.5,Subj_47,train,7.08631978689838
0.96,5.0,7.0,0,0.5,1.0,1765.9,Subj_47,train,7.476415754419079
1.92,10.0,7.0,0,0.5,1.0,1836.4,Subj_47,train,7.515562412375067
3.8499999999999996,5.0,30.0,1,0.5,1.0,819.2,Subj_47,train,6.708328254285243
10.75,50.0,365.0,1,0.5,1.0,987.4,Subj_47,train,6.895075225824763
49.65,50.0,7.0,1,0.5,1.0,1424.5,Subj_47,train,7.261576153937963
18.35,20.0,90.0,1,0.5,1.0,2450.1,Subj_47,train,7.80388411903234
4.970000000000001,5.0,7.0,0,0.5,1.0,1313.3,Subj_47,train,7.180298332591114
0.05,10.0,365.0,1,0.5,1.0,961.8,Subj_47,train,6.868806528843562
0.09,20.0,365.0,1,0.5,1.0,1111.8,Subj_47,train,7.013735602519369
0.53,10.0,30.0,1,0.5,1.0,694.0,Subj_47,train,6.542471960506805
9.709999999999999,10.0,30.0,1,0.5,1.0,1794.7,Subj_47,train,7.492593156035231
14.65,20.0,365.0,1,0.5,1.0,1062.6,Subj_47,train,6.968474014016842
9.99,10.0,30.0,1,0.5,1.0,1353.5,Subj_47,train,7.210449109054355
4.67,5.0,7.0,1,0.5,1.0,1060.5,Subj_47,train,6.966495774004737
19.419999999999998,20.0,30.0,1,0.5,1.0,1218.9,Subj_47,train,7.10570409166179
0.02,5.0,365.0,1,0.5,1.0,1258.6,Subj_47,train,7.137755271092833
17.86,50.0,180.0,1,0.5,1.0,979.5,Subj_47,train,6.887042237384596
9.62,50.0,7.0,1,0.5,1.0,1136.3,Subj_47,train,7.035532648923963
0.09,5.0,90.0,1,0.5,1.0,2060.7,Subj_47,train,7.6308010098879455
42.37,50.0,180.0,1,0.5,1.0,1698.1,Subj_47,train,7.437265257952255
1.05,20.0,30.0,1,0.5,1.0,1020.3,Subj_47,train,6.927851980681259
19.979999999999997,20.0,90.0,1,0.5,1.0,792.5,Subj_47,train,6.675192505751435
45.87,50.0,90.0,1,0.5,1.0,826.4,Subj_47,train,6.717078917805429
2.63,50.0,30.0,1,0.5,1.0,799.0,Subj_47,train,6.683360945766275
7.14,20.0,180.0,1,0.5,1.0,1289.0,Subj_47,train,7.161622002939187
10.53,20.0,90.0,1,0.5,1.0,949.7,Subj_47,train,6.856146145248907
19.99,20.0,30.0,1,0.5,1.0,930.4,Subj_47,train,6.835614601204455
19.959999999999997,20.0,180.0,1,0.5,1.0,972.2,Subj_47,train,6.879561544611355
16.95,20.0,180.0,1,0.5,1.0,922.4,Subj_47,train,6.826978968954849
15.38,20.0,30.0,1,0.5,1.0,1459.2,Subj_47,train,7.285643619320067
49.96,50.0,90.0,1,0.5,1.0,780.4,Subj_47,train,6.659806608748956
0.46,50.0,180.0,1,0.5,1.0,1391.8,Subj_47,train,7.23835315241075
46.730000000000004,50.0,7.0,1,0.5,1.0,1370.8,Subj_47,train,7.223149790000454
3.66,5.0,365.0,1,0.5,1.0,1155.2,Subj_47,train,7.052028768138562
4.85,5.0,30.0,1,0.5,1.0,1259.0,Subj_47,train,7.138073034044347
0.18,20.0,180.0,1,0.5,1.0,1540.7,Subj_47,train,7.339992137587729
4.99,5.0,30.0,1,0.5,1.0,1195.8,Subj_47,train,7.086570696446804
9.99,10.0,90.0,1,0.5,1.0,1355.0,Subj_47,train,7.2115567333138015
26.32,50.0,90.0,1,0.5,1.0,684.4,Subj_47,train,6.528542542018038
38.46,50.0,30.0,1,0.5,1.0,722.3,Subj_47,train,6.582440565056801
7.33,10.0,365.0,1,0.5,1.0,1107.8,Subj_47,train,7.010131345599003
4.59,5.0,90.0,1,0.5,1.0,829.0,Subj_47,train,6.720220155135295
4.99,5.0,90.0,1,0.5,1.0,1245.0,Subj_47,train,7.126890808898808
9.17,10.0,90.0,1,0.5,1.0,748.4,Subj_47,train,6.617937594399934
4.99,5.0,7.0,0,0.5,1.0,1259.1,Subj_47,train,7.138152459007655
49.82,50.0,365.0,1,0.5,1.0,735.8,Subj_47,train,6.6009583426706735
4.99,5.0,180.0,1,0.5,1.0,1093.6,Subj_47,train,6.9972302854097395
8.47,10.0,180.0,1,0.5,1.0,1092.1,Subj_47,train,6.995857727203683
9.93,10.0,7.0,0,0.5,1.0,1585.1,Subj_47,train,7.368402775803847
0.18,10.0,90.0,1,0.5,1.0,935.2,Subj_47,train,6.840760410157858
19.99,20.0,7.0,0,0.5,1.0,1347.6,Subj_47,train,7.206080511532398
19.93,20.0,365.0,1,0.5,1.0,1283.2,Subj_47,train,7.15711223711225
3.8499999999999996,20.0,7.0,0,0.5,1.0,1565.4,Subj_47,train,7.355896661370738
4.98,5.0,365.0,1,0.5,1.0,1060.0,Subj_47,train,6.966024187106113
48.54,50.0,30.0,1,0.5,1.0,1141.8,Subj_47,train,7.040361243530159
49.99,50.0,30.0,1,0.5,1.0,1372.6,Subj_47,train,7.224462030474534
0.23,50.0,365.0,1,0.5,1.0,997.5,Subj_47,train,6.905252148764019
9.96,10.0,365.0,1,0.5,1.0,1156.2,Subj_47,train,7.052894044648376
9.99,10.0,7.0,0,0.5,1.0,1108.3,Subj_47,train,7.010582588781607
3.57,10.0,180.0,1,0.5,1.0,1699.6,Subj_47,train,7.438148208240657
9.98,10.0,180.0,1,0.5,1.0,972.1,Subj_47,train,6.879458679827024
1.79,5.0,180.0,1,0.5,1.0,1156.8,Subj_47,train,7.0534128514045005
49.91,50.0,180.0,1,0.5,1.0,1492.4,Subj_47,train,7.308140841347003
9.350000000000001,10.0,7.0,0,0.5,1.0,1524.2,Subj_47,train,7.3292249612320175
2.15,10.0,365.0,1,0.5,1.0,2083.9,Subj_47,train,7.641996417077044
49.99,50.0,7.0,1,0.5,1.0,1164.8,Subj_47,train,7.060304677442422
36.63,50.0,365.0,1,0.5,1.0,1811.2,Subj_47,train,7.501744888008864
4.3,20.0,365.0,1,0.5,1.0,1013.3,Subj_47,train,6.920967610454272
18.69,20.0,7.0,0,0.5,1.0,1260.7,Subj_47,train,7.139422401237224
0.36,20.0,90.0,1,0.5,1.0,1148.7,Subj_47,train,7.046386147151359
4.24,5.0,180.0,1,0.5,1.0,1213.0,Subj_47,train,7.10085190894405
0.01,10.0,7.0,0,0.1,1.0,1807.0,Subj_47,test,7.499423290592229
0.01,20.0,7.0,0,0.2,1.0,691.6,Subj_47,test,6.539007753809136
9.25,10.0,7.0,0,0.7,1.0,708.2,Subj_47,test,6.562726539677803
9.99,10.0,365.0,1,0.9,1.0,1764.1,Subj_47,test,7.47539592430236
15.719999999999999,50.0,180.0,1,0.9,1.0,1837.1,Subj_47,test,7.515943520314892
1.8,5.0,7.0,0,0.5,1.0,1068.7,Subj_47,test,6.974198235530851
15.49,20.0,90.0,1,0.9,1.0,900.3,Subj_47,test,6.802728041114431
0.01,20.0,9.0,0,0.3,1.0,4084.5,Subj_47,test,8.314954600781924
0.8400000000000001,20.0,90.0,1,0.5,1.0,2420.5,Subj_47,test,7.791729409379749
3.13,20.0,180.0,1,0.6,1.0,1029.2,Subj_47,test,6.936537080407589
0.01,5.0,7.0,0,0.4,1.0,1244.8,Subj_47,test,7.126730153424127
4.99,5.0,365.0,1,0.9,1.0,917.6,Subj_47,test,6.821761565815161
0.01,5.0,7.0,0,0.1,1.0,1461.1,Subj_47,test,7.286944855678039
2.8099999999999996,10.0,365.0,1,0.6,1.0,989.0,Subj_47,test,6.8966943316227125
0.01,5.0,7.0,0,0.1,1.0,876.1,Subj_47,test,6.775480239672318
0.01,10.0,7.0,0,0.2,1.0,948.6,Subj_47,test,6.854987213443481
0.01,5.0,7.0,0,0.1,1.0,2185.4,Subj_47,test,7.689554157136645
0.01,10.0,7.0,0,0.3,1.0,1997.0,Subj_47,test,7.599401333415815
4.8,50.0,90.0,1,0.6,1.0,1469.5,Subj_47,test,7.292677485858972
10.08,20.0,90.0,1,0.8,1.0,4156.4,Subj_47,test,8.332404593978492
0.01,10.0,7.0,0,0.3,1.0,5623.2,Subj_47,test,8.634656175861696
11.56,20.0,30.0,1,0.8,1.0,1173.3,Subj_47,test,7.067575570429578
3.54,20.0,90.0,1,0.6,1.0,2523.5,Subj_47,test,7.833402105780317
0.01,50.0,30.0,1,0.3,1.0,1389.6,Subj_47,test,7.236771214926895
0.01,5.0,7.0,0,0.3,1.0,2412.1,Subj_47,test,7.788253016357477
0.11,10.0,365.0,1,0.5,1.0,852.2,Subj_47,test,6.747821241065812
0.01,50.0,17.0,1,0.2,1.0,4028.7,Subj_47,test,8.30119902225524
3.12,10.0,90.0,1,0.6,1.0,1036.5,Subj_47,test,6.943604931875834
1.55,20.0,7.0,1,0.3,1.0,1972.8,Subj_47,test,7.58720913241008
0.01,5.0,7.0,0,0.4,1.0,980.2,Subj_47,test,6.887756632475448
0.01,20.0,7.0,0,0.1,1.0,7512.2,Subj_47,test,8.924283644601843
4.99,5.0,365.0,1,0.8,1.0,1652.7,Subj_47,test,7.410165593146781
2.09,50.0,90.0,1,0.5,1.0,884.1,Subj_47,test,6.784570178411759
10.31,50.0,180.0,1,0.8,1.0,2004.4,Subj_47,test,7.603100043085569
0.01,10.0,7.0,0,0.1,1.0,1549.8,Subj_47,test,7.34588116932985
0.01,5.0,7.0,0,0.2,1.0,997.2,Subj_47,test,6.9049513516494025
9.66,10.0,90.0,1,0.8,1.0,1036.7,Subj_47,test,6.943797870329067
