r_imm,r_del,delay,choice,p_imm,condition,rt,subject_id,run_type,log_rt
0.26,5.0,30.0,0,0.5,1.0,2706.1,Subj_01,train,7.903263762962921
9.93,10.0,7.0,1,0.5,1.0,3778.1,Subj_01,train,8.23697651674239
19.419999999999998,20.0,30.0,1,0.5,1.0,4410.5,Subj_01,train,8.391743340698822
14.65,20.0,365.0,1,0.5,1.0,3108.8,Subj_01,train,8.041992078623176
4.99,5.0,180.0,1,0.5,1.0,2452.6,Subj_01,train,7.8049039653279255
0.09,20.0,365.0,0,0.5,1.0,1910.0,Subj_01,train,7.554858521040676
0.46,50.0,180.0,0,0.5,1.0,2923.2,Subj_01,train,7.980434185623742
0.36,20.0,90.0,0,0.5,1.0,1517.2,Subj_01,train,7.324621809814744
0.05,5.0,180.0,0,0.5,1.0,1399.6,Subj_01,train,7.2439417604935326
1.79,5.0,180.0,0,0.5,1.0,1562.2,Subj_01,train,7.353850363176197
49.91,50.0,180.0,1,0.5,1.0,3347.8,Subj_01,train,8.11605869266852
2.15,10.0,365.0,0,0.5,1.0,2675.2,Subj_01,train,7.891779422890383
26.32,50.0,90.0,0,0.5,1.0,3041.9,Subj_01,train,8.020237599169109
7.33,10.0,365.0,0,0.5,1.0,2574.0,Subj_01,train,7.853216388156072
4.67,5.0,7.0,0,0.5,1.0,1945.1,Subj_01,train,7.573068668612646
0.53,10.0,30.0,0,0.5,1.0,2176.7,Subj_01,train,7.685565247420791
0.18,10.0,90.0,0,0.5,1.0,1512.8,Subj_01,train,7.321717517344248
15.38,20.0,30.0,0,0.5,1.0,1653.0,Subj_01,train,7.410347097821024
7.14,20.0,180.0,0,0.5,1.0,3097.7,Subj_01,train,8.038415179619022
19.99,20.0,30.0,1,0.5,1.0,1957.5,Subj_01,train,7.579423427864958
0.91,50.0,90.0,0,0.5,1.0,1434.6,Subj_01,train,7.268641343692334
4.24,5.0,180.0,1,0.5,1.0,3209.9,Subj_01,train,8.073995062990832
49.99,50.0,7.0,1,0.5,1.0,1963.4,Subj_01,train,7.582432943258421
0.09,10.0,180.0,0,0.5,1.0,939.9000000999999,Subj_01,train,6.84577348673265
19.86,20.0,7.0,0,0.5,1.0,2148.4,Subj_01,train,7.672478658031304
18.35,20.0,90.0,0,0.5,1.0,3465.1,Subj_01,train,8.150496771236421
36.63,50.0,365.0,0,0.5,1.0,3457.9,Subj_01,train,8.148416747375117
0.05,10.0,365.0,0,0.5,1.0,891.8000002,Subj_01,train,6.793241892417642
17.86,50.0,180.0,0,0.5,1.0,2515.2,Subj_01,train,7.830107602234888
4.970000000000001,5.0,7.0,1,0.5,1.0,2265.4,Subj_01,train,7.725506622766614
49.99,50.0,30.0,1,0.5,1.0,1706.2,Subj_01,train,7.442023954474594
3.57,10.0,180.0,0,0.5,1.0,2936.3,Subj_01,train,7.984905564350915
9.98,10.0,180.0,1,0.5,1.0,2173.5,Subj_01,train,7.684094050428847
2.63,50.0,30.0,0,0.5,1.0,1164.1,Subj_01,train,7.0597035352541955
49.65,50.0,7.0,0,0.5,1.0,2421.9,Subj_01,train,7.792307635069079
2.63,5.0,90.0,0,0.5,1.0,1274.1,Subj_01,train,7.1499953259873354
0.09,5.0,90.0,0,0.5,1.0,1263.9,Subj_01,train,7.14195745765308
18.69,20.0,7.0,0,0.5,1.0,1454.6,Subj_01,train,7.28248622772044
19.959999999999997,20.0,180.0,1,0.5,1.0,2185.7,Subj_01,train,7.689691422356142
4.98,5.0,365.0,1,0.5,1.0,2246.8,Subj_01,train,7.717262260658278
19.93,20.0,365.0,1,0.5,1.0,2558.8,Subj_01,train,7.8472936775759825
0.23,50.0,365.0,0,0.5,1.0,1595.1,Subj_01,train,7.3746917091784026
4.85,5.0,30.0,1,0.5,1.0,3143.3,Subj_01,train,8.053028482449296
1.05,20.0,30.0,0,0.5,1.0,2280.4,Subj_01,train,7.7321061451574264
9.709999999999999,10.0,30.0,0,0.5,1.0,4815.2,Subj_01,train,8.479532860233562
0.96,5.0,7.0,0,0.5,1.0,1382.9,Subj_01,train,7.2319380224706125
45.87,50.0,90.0,0,0.5,1.0,2933.9,Subj_01,train,7.984087874959165
9.99,10.0,90.0,1,0.5,1.0,4750.8,Subj_01,train,8.466068303900085
3.66,5.0,365.0,0,0.5,1.0,2399.6,Subj_01,train,7.783057335778938
8.47,10.0,180.0,0,0.5,1.0,2414.4,Subj_01,train,7.789206088013584
4.3,20.0,365.0,0,0.5,1.0,2093.3,Subj_01,train,7.646497047100475
9.62,50.0,7.0,0,0.5,1.0,2794.4,Subj_01,train,7.9353726934926225
10.75,50.0,365.0,0,0.5,1.0,1747.8,Subj_01,train,7.466113133193444
4.99,5.0,30.0,1,0.5,1.0,3553.8,Subj_01,train,8.175772732510975
16.95,20.0,180.0,0,0.5,1.0,1894.3,Subj_01,train,7.5466046561342335
46.730000000000004,50.0,7.0,0,0.5,1.0,3898.0,Subj_01,train,8.268218880067506
3.8499999999999996,5.0,30.0,0,0.5,1.0,3620.8,Subj_01,train,8.194450274879273
19.99,20.0,7.0,1,0.5,1.0,1639.8,Subj_01,train,7.402329562162078
9.99,10.0,30.0,1,0.5,1.0,3303.5,Subj_01,train,8.10273779146994
3.8499999999999996,20.0,7.0,0,0.5,1.0,4928.9,Subj_01,train,8.502871118408681
9.350000000000001,10.0,7.0,0,0.5,1.0,4577.8,Subj_01,train,8.428973812358548
9.99,10.0,7.0,1,0.5,1.0,1959.1,Subj_01,train,7.580240463093986
9.96,10.0,365.0,0,0.5,1.0,1790.0,Subj_01,train,7.489970898834801
4.59,5.0,90.0,0,0.5,1.0,3027.7,Subj_01,train,8.015558534351833
1.08,5.0,365.0,0,0.5,1.0,1911.5,Subj_01,train,7.555643553136467
48.54,50.0,30.0,0,0.5,1.0,3725.4,Subj_01,train,8.222929507598902
19.979999999999997,20.0,90.0,1,0.5,1.0,1602.0,Subj_01,train,7.379008127628304
10.53,20.0,90.0,0,0.5,1.0,4731.2,Subj_01,train,8.461934149098212
5.26,10.0,90.0,0,0.5,1.0,5329.4,Subj_01,train,8.580993940466898
49.96,50.0,90.0,1,0.5,1.0,1858.9,Subj_01,train,7.527740193913099
4.99,5.0,7.0,0,0.5,1.0,1430.4,Subj_01,train,7.265709404419249
38.46,50.0,30.0,0,0.5,1.0,3572.0,Subj_01,train,8.18088094199639
0.18,20.0,180.0,0,0.5,1.0,1996.5,Subj_01,train,7.599150926503276
9.17,10.0,90.0,0,0.5,1.0,3541.2,Subj_01,train,8.172220931736893
42.37,50.0,180.0,0,0.5,1.0,1692.2,Subj_01,train,7.4337847364904
7.6899999999999995,10.0,30.0,0,0.5,1.0,1160.7,Subj_01,train,7.056778550374577
0.02,5.0,365.0,0,0.5,1.0,1047.2,Subj_01,train,6.953875214595691
1.92,10.0,7.0,0,0.5,1.0,1367.9,Subj_01,train,7.221031996095399
49.82,50.0,365.0,1,0.5,1.0,2390.5,Subj_01,train,7.779257828066158
4.99,5.0,90.0,1,0.5,1.0,2623.5,Subj_01,train,7.872264583126767
9.19,10.0,7.0,0,0.2,1.0,1746.2,Subj_01,test,7.465197277376707
4.48,5.0,90.0,0,0.4,1.0,2461.8,Subj_01,test,7.808648068676195
49.17,50.0,30.0,0,0.6,1.0,2042.0,Subj_01,test,7.621684998724611
47.2,50.0,90.0,0,0.6,1.0,1363.5,Subj_01,test,7.217810202285643
9.48,10.0,7.0,0,0.3,1.0,1368.1,Subj_01,test,7.221178194926068
4.99,5.0,252.0,1,0.8,1.0,1417.5,Subj_01,test,7.256650035601907
18.19,20.0,180.0,0,0.7,1.0,3278.2,Subj_01,test,8.09504977025526
9.62,10.0,90.0,0,0.6,1.0,2107.0,Subj_01,test,7.653020413804189
44.08,50.0,180.0,0,0.4,1.0,4426.5,Subj_01,test,8.395364483051104
9.99,10.0,69.0,1,0.7,1.0,1326.7,Subj_01,test,7.190449934922871
19.99,20.0,56.0,0,0.8,1.0,2632.6,Subj_01,test,7.875727229991307
9.08,10.0,180.0,0,0.6,1.0,3042.0,Subj_01,test,8.020270472819238
8.58,10.0,30.0,0,0.1,1.0,1180.3,Subj_01,test,7.073523922435023
18.479999999999997,20.0,180.0,0,0.8,1.0,1743.9,Subj_01,test,7.463879263375414
40.87,50.0,365.0,0,0.9,1.0,3642.9,Subj_01,test,8.200535346727882
3.4899999999999998,5.0,90.0,0,0.1,1.0,1496.8,Subj_01,test,7.3110847749598795
9.99,10.0,32.0,1,0.6,1.0,2512.3,Subj_01,test,7.828953947208875
4.92,5.0,90.0,0,0.6,1.0,3273.9,Subj_01,test,8.093737213787154
19.9,20.0,7.0,0,0.5,1.0,1515.4,Subj_01,test,7.323434709497273
45.51,50.0,180.0,0,0.9,1.0,1923.9,Subj_01,test,7.562109654822927
8.639999999999999,10.0,180.0,0,0.4,1.0,1100.7,Subj_01,test,7.0037016200293465
4.99,5.0,66.0,1,0.6,1.0,2563.5,Subj_01,test,7.849128791223755
48.730000000000004,50.0,30.0,0,0.4,1.0,2426.9,Subj_01,test,7.794370001746291
4.73,5.0,365.0,0,0.8,1.0,3574.8,Subj_01,test,8.181664509507238
19.55,20.0,90.0,0,0.8,1.0,3400.0,Subj_01,test,8.131530710604252
7.470000000000001,10.0,365.0,0,0.3,1.0,1644.7,Subj_01,test,7.405313275747224
19.14,20.0,7.0,0,0.2,1.0,1756.6,Subj_01,test,7.471135401483017
3.67,5.0,180.0,0,0.2,1.0,1834.6,Subj_01,test,7.514581753075555
19.99,20.0,56.0,1,0.8,1.0,4713.3,Subj_01,test,8.45814357862166
4.6499999999999995,5.0,180.0,0,0.6,1.0,1866.3,Subj_01,test,7.531713140189083
4.67,5.0,30.0,0,0.4,1.0,4179.3,Subj_01,test,8.337899047380288
7.930000000000001,10.0,365.0,0,0.5,1.0,1839.2,Subj_01,test,7.517085973448972
18.79,20.0,90.0,0,0.5,1.0,1649.8,Subj_01,test,7.408409347426631
4.99,5.0,252.0,1,0.8,1.0,1350.6,Subj_01,test,7.208304217140742
16.630000000000003,20.0,365.0,0,0.8,1.0,2305.7,Subj_01,test,7.743139596962568
17.72,20.0,180.0,0,0.5,1.0,1403.6,Subj_01,test,7.24679564370906
14.66,20.0,365.0,0,0.1,1.0,1113.1,Subj_01,test,7.01490419449918
7.6499999999999995,10.0,180.0,0,0.1,1.0,2180.8,Subj_01,test,7.687447060942268
9.99,10.0,116.0,1,0.8,1.0,1449.9,Subj_01,test,7.279249867519148
18.330000000000002,20.0,90.0,0,0.3,1.0,2949.8,Subj_01,test,7.989492650425402
39.660000000000004,50.0,365.0,0,0.5,1.0,1574.5,Subj_01,test,7.36169304054108
4.9,5.0,30.0,0,0.5,1.0,2326.8,Subj_01,test,7.752249212036607
19.58,20.0,30.0,0,0.5,1.0,2387.9,Subj_01,test,7.778169597588765
8.739999999999998,10.0,7.0,0,0.1,1.0,1305.3,Subj_01,test,7.174188178394744
15.4,20.0,365.0,0,0.3,1.0,1363.1,Subj_01,test,7.217516796576797
18.93,20.0,180.0,0,0.9,1.0,1824.0,Subj_01,test,7.508787170634276
3.2,5.0,365.0,0,0.2,1.0,1367.2,Subj_01,test,7.220520131801381
18.37,20.0,30.0,0,0.1,1.0,1859.3,Subj_01,test,7.527955351786017
45.77,50.0,90.0,0,0.1,1.0,1225.6,Subj_01,test,7.111185798986327
9.79,10.0,30.0,0,0.5,1.0,2240.9,Subj_01,test,7.714632849869105
49.75,50.0,7.0,0,0.5,1.0,1918.6,Subj_01,test,7.559351032383847
7.17,10.0,365.0,0,0.2,1.0,1849.6,Subj_01,test,7.522724678478058
3.74,5.0,365.0,0,0.4,1.0,1092.8,Subj_01,test,6.996498488816526
43.839999999999996,50.0,180.0,0,0.3,1.0,1715.6,Subj_01,test,7.447518152642726
9.32,10.0,30.0,0,0.3,1.0,1450.7,Subj_01,test,7.279801477544857
39.190000000000005,50.0,365.0,0,0.3,1.0,1733.3,Subj_01,test,7.457782384947264
3.22,5.0,180.0,0,0.1,1.0,1771.9,Subj_01,test,7.479807696164023
17.5,20.0,180.0,0,0.4,1.0,1381.2,Subj_01,test,7.230707965515838
8.4,10.0,365.0,0,0.7,1.0,4084.0,Subj_01,test,8.314832179284556
48.49,50.0,30.0,0,0.3,1.0,1687.2,Subj_01,test,7.4308256291645645
8.93,10.0,90.0,0,0.3,1.0,2374.3,Subj_01,test,7.772457936183197
4.23,5.0,90.0,0,0.3,1.0,1065.3,Subj_01,test,6.971011728617152
8.1,10.0,180.0,0,0.2,1.0,1559.9,Subj_01,test,7.352376995624823
9.99,10.0,32.0,1,0.6,1.0,2562.3,Subj_01,test,7.848660571620211
19.99,20.0,34.0,1,0.7,1.0,1271.1,Subj_01,test,7.147637946300623
43.54,50.0,180.0,0,0.2,1.0,1257.1,Subj_01,test,7.1365627599207855
15.639999999999999,20.0,365.0,0,0.4,1.0,1166.7,Subj_01,test,7.061934529829811
9.99,10.0,193.0,1,0.9,1.0,1417.7,Subj_01,test,7.256791119123586
4.430000000000001,5.0,30.0,0,0.3,1.0,2842.7,Subj_01,test,7.952509583747565
46.220000000000006,50.0,90.0,0,0.2,1.0,1794.7,Subj_01,test,7.492593156035231
4.99,5.0,252.0,1,0.8,1.0,1111.8,Subj_01,test,7.013735602519369
3.77,5.0,7.0,0,0.1,1.0,1056.7,Subj_01,test,6.962906123446985
18.03,20.0,90.0,0,0.2,1.0,1887.7,Subj_01,test,7.543114435774688
18.69,20.0,7.0,0,0.1,1.0,877.2,Subj_01,test,6.776735016543733
19.99,20.0,16.0,1,0.6,1.0,888.3,Subj_01,test,6.789309523775655
9.03,10.0,30.0,0,0.2,1.0,1429.1,Subj_01,test,7.264800154487749
9.99,10.0,116.0,1,0.8,1.0,1529.5,Subj_01,test,7.332696163590958
4.21,5.0,180.0,0,0.4,1.0,3447.4,Subj_01,test,8.145375602720291
8.15,10.0,365.0,0,0.6,1.0,2205.1,Subj_01,test,7.698528138326522
3.9699999999999998,5.0,365.0,0,0.5,1.0,1088.6,Subj_01,test,6.9926477460001
47.74,50.0,90.0,0,0.8,1.0,2024.7,Subj_01,test,7.61317682041747
4.75,5.0,7.0,0,0.4,1.0,1235.9,Subj_01,test,7.1195547285956895
9.99,10.0,116.0,1,0.8,1.0,1332.2,Subj_01,test,7.194586989979079
4.99,5.0,66.0,1,0.6,1.0,2671.1,Subj_01,test,7.8902456515704955
4.99,5.0,365.0,1,0.9,1.0,1696.2,Subj_01,test,7.436145733927599
38.9,50.0,365.0,0,0.2,1.0,1461.9,Subj_01,test,7.28749223851757
9.99,10.0,193.0,1,0.9,1.0,1227.3,Subj_01,test,7.112571913603462
9.860000000000001,10.0,90.0,1,0.7,1.0,2745.2,Subj_01,test,7.917609211034479
45.07,50.0,180.0,0,0.8,1.0,1479.7,Subj_01,test,7.299594643508488
8.19,10.0,90.0,0,0.1,1.0,1540.0,Subj_01,test,7.3395376954076745
2.7600000000000002,5.0,365.0,0,0.1,1.0,1189.6,Subj_01,test,7.081372395145945
46.760000000000005,50.0,90.0,0,0.4,1.0,2161.8,Subj_01,test,7.678696486982103
19.68,20.0,7.0,0,0.4,1.0,2247.2,Subj_01,test,7.717440275790034
16.51,20.0,180.0,0,0.1,1.0,1068.9,Subj_01,test,6.9743853612799
9.57,10.0,30.0,0,0.4,1.0,2696.4,Subj_01,test,7.899672828979284
17.939999999999998,20.0,180.0,0,0.6,1.0,1108.3,Subj_01,test,7.010582588781607
8.860000000000001,10.0,180.0,0,0.5,1.0,935.4000000999999,Subj_01,test,6.840974245398692
19.99,20.0,90.0,1,0.9,1.0,1349.2,Subj_01,test,7.207267103187495
7.71,10.0,365.0,0,0.4,1.0,1484.4,Subj_01,test,7.302765929186442
19.99,20.0,90.0,1,0.9,1.0,1510.6,Subj_01,test,7.3202622018793475
49.97,50.0,7.0,0,0.6,1.0,1515.8,Subj_01,test,7.323698631377929
49.99,50.0,35.0,0,0.9,1.0,3728.5,Subj_01,test,8.22376128698385
9.33,10.0,180.0,0,0.7,1.0,2016.0,Subj_01,test,7.60887062919126
19.01,20.0,90.0,0,0.6,1.0,1382.2,Subj_01,test,7.231431711657294
4.99,5.0,365.0,1,0.9,1.0,1691.8,Subj_01,test,7.4335483298699145
18.82,20.0,30.0,0,0.2,1.0,1957.3,Subj_01,test,7.579321251508478
6.73,10.0,365.0,0,0.1,1.0,1536.5,Subj_01,test,7.33726238157054
4.9,5.0,180.0,1,0.7,1.0,2666.5,Subj_01,test,7.888522030040657
19.99,20.0,34.0,0,0.7,1.0,1648.6,Subj_01,test,7.407681721879127
48.99,50.0,7.0,0,0.2,1.0,1232.3,Subj_01,test,7.116637620944077
9.99,10.0,193.0,1,0.9,1.0,1844.9,Subj_01,test,7.52018035446372
9.17,10.0,90.0,0,0.4,1.0,2560.6,Subj_01,test,7.847996885012079
4.98,5.0,7.0,0,0.5,1.0,3328.6,Subj_01,test,8.110307074152626
4.51,5.0,7.0,0,0.3,1.0,2443.9,Subj_01,test,7.801350402924104
3.9699999999999998,5.0,180.0,0,0.3,1.0,1812.8,Subj_01,test,7.502627890273742
44.53,50.0,180.0,0,0.6,1.0,2398.7,Subj_01,test,7.782682202914985
4.430000000000001,5.0,180.0,0,0.5,1.0,1515.8,Subj_01,test,7.323698631377929
17.59,20.0,90.0,0,0.1,1.0,1119.3,Subj_01,test,7.020458768895222
4.13,5.0,30.0,0,0.2,1.0,1129.8,Subj_01,test,7.029795904891162
9.729999999999999,10.0,7.0,0,0.4,1.0,1588.9,Subj_01,test,7.370797231894321
8.4,10.0,180.0,0,0.3,1.0,1724.6,Subj_01,test,7.452750418518224
9.99,10.0,69.0,1,0.7,1.0,1422.2,Subj_01,test,7.259960247449418
49.53,50.0,7.0,0,0.4,1.0,1550.3,Subj_01,test,7.346203739572316
49.99,50.0,14.0,1,0.7,1.0,1162.2,Subj_01,test,7.058070039641005
18.57,20.0,90.0,0,0.4,1.0,3161.5,Subj_01,test,8.058801877498668
19.8,20.0,30.0,0,0.6,1.0,2435.5,Subj_01,test,7.797907353246598
16.959999999999997,20.0,180.0,0,0.2,1.0,1348.5,Subj_01,test,7.206748142579785
3.69,5.0,30.0,0,0.1,1.0,1161.9,Subj_01,test,7.057811875188817
48.949999999999996,50.0,30.0,0,0.5,1.0,2923.2,Subj_01,test,7.980434185623742
8.69,10.0,365.0,0,0.8,1.0,1528.5,Subj_01,test,7.33204214133089
40.13,50.0,365.0,0,0.7,1.0,1600.4,Subj_01,test,7.37800887698308
19.36,20.0,30.0,0,0.4,1.0,1332.8,Subj_01,test,7.195037271412578
4.99,5.0,252.0,1,0.8,1.0,1662.0,Subj_01,test,7.415776975415394
19.259999999999998,20.0,90.0,0,0.7,1.0,2264.5,Subj_01,test,7.725109262996269
17.259999999999998,20.0,180.0,0,0.3,1.0,1266.1,Subj_01,test,7.143696588526208
3.5,5.0,365.0,0,0.3,1.0,1452.7,Subj_01,test,7.281179172878838
44.3,50.0,180.0,0,0.5,1.0,1411.4,Subj_01,test,7.25233739856673
16.330000000000002,20.0,365.0,0,0.7,1.0,1044.7,Subj_01,test,6.951485041843462
46.98,50.0,90.0,0,0.5,1.0,956.8999999,Subj_01,test,6.863698892680713
47.449999999999996,50.0,90.0,0,0.7,1.0,1970.6,Subj_01,test,7.586093343888374
43.1,50.0,180.0,0,0.1,1.0,956.4000000999999,Subj_01,test,6.863176235688728
44.77,50.0,180.0,0,0.7,1.0,3524.9,Subj_01,test,8.16760734604964
47.74,50.0,30.0,0,0.1,1.0,902.5,Subj_01,test,6.805168690207036
4.99,5.0,144.0,1,0.7,1.0,2078.6,Subj_01,test,7.639449869154321
49.99,50.0,35.0,1,0.9,1.0,3176.3,Subj_01,test,8.063472276344395
4.99,5.0,144.0,1,0.7,1.0,1471.7,Subj_01,test,7.2941734741700675
49.99,50.0,22.0,1,0.8,1.0,1227.4,Subj_01,test,7.112653389954997
48.54,50.0,7.0,0,0.1,1.0,3497.7,Subj_01,test,8.159860888607355
4.99,5.0,365.0,1,0.9,1.0,1635.2,Subj_01,test,7.3995204000093855
49.71,50.0,30.0,1,0.8,1.0,5565.7,Subj_01,test,8.624378041962752
8.629999999999999,10.0,90.0,0,0.2,1.0,4359.4,Subj_01,test,8.380089712194412
48.190000000000005,50.0,30.0,0,0.2,1.0,946.3000002,Subj_01,test,6.852559643725536
4.7,5.0,90.0,0,0.5,1.0,4463.9,Subj_01,test,8.403778102376538
49.290000000000006,50.0,7.0,0,0.3,1.0,1308.4,Subj_01,test,7.1765602956642285
16.09,20.0,365.0,0,0.6,1.0,1238.0,Subj_01,test,7.121252453244542
4.21,5.0,7.0,0,0.2,1.0,1569.0,Subj_01,test,7.358193752733032
40.42,50.0,365.0,0,0.8,1.0,1629.5,Subj_01,test,7.396028498277616
4.99,5.0,365.0,1,0.9,1.0,2056.9,Subj_01,test,7.6289552739841175
19.12,20.0,30.0,0,0.3,1.0,846.0999999000001,Subj_01,test,6.740637555812266
3.94,5.0,90.0,0,0.2,1.0,1480.9,Subj_01,test,7.300405290043457
9.62,10.0,180.0,0,0.8,1.0,1031.0,Subj_01,test,6.93828448401696
4.430000000000001,5.0,365.0,0,0.7,1.0,1036.5,Subj_01,test,6.943604931875834
9.950000000000001,10.0,7.0,0,0.5,1.0,2443.7,Subj_01,test,7.801268563166303
4.99,5.0,365.0,1,0.9,1.0,1213.1,Subj_01,test,7.100934345776873
15.1,20.0,365.0,0,0.2,1.0,2092.7,Subj_01,test,7.646210377246624
39.44,50.0,365.0,0,0.4,1.0,894.2,Subj_01,test,6.79592946379988
19.439999999999998,20.0,7.0,0,0.3,1.0,1329.3,Subj_01,test,7.192407766873553
17.07,20.0,365.0,0,0.9,1.0,1067.7,Subj_01,test,6.973262081184257
46.51,50.0,90.0,0,0.3,1.0,1197.3,Subj_01,test,7.087824300722798
49.42,50.0,30.0,0,0.7,1.0,1496.4,Subj_01,test,7.310817502473991
38.449999999999996,50.0,365.0,0,0.1,1.0,1470.7,Subj_01,test,7.293493756906268
4.99,5.0,144.0,1,0.7,1.0,4385.6,Subj_01,test,8.386081725548522
15.860000000000001,20.0,365.0,0,0.5,1.0,1028.3,Subj_01,test,6.935662232235145
4.1899999999999995,5.0,365.0,0,0.6,1.0,1696.3,Subj_01,test,7.436204687501677
9.99,10.0,193.0,1,0.9,1.0,1929.4,Subj_01,test,7.564964352736453
9.4,10.0,90.0,0,0.5,1.0,1765.5,Subj_01,test,7.476189215368441
9.139999999999999,10.0,365.0,0,0.9,1.0,916.0,Subj_01,test,6.82001636467413
19.99,20.0,90.0,1,0.9,1.0,1743.3,Subj_01,test,7.46353514774917
39.879999999999995,50.0,365.0,0,0.6,1.0,3032.9,Subj_01,test,8.017274536488921
48.190000000000005,50.0,90.0,0,0.9,1.0,1783.8,Subj_01,test,7.486501199232107
9.96,10.0,365.0,1,0.5,1.0,2393.1,Subj_02,train,7.780344875585193
4.970000000000001,5.0,7.0,1,0.5,1.0,1617.5,Subj_02,train,7.388637026375056
0.02,5.0,365.0,0,0.5,1.0,2300.6,Subj_02,train,7.7409252374619095
10.53,20.0,90.0,1,0.5,1.0,2314.3,Subj_02,train,7.746862544985617
49.99,50.0,30.0,1,0.5,1.0,1927.0,Subj_02,train,7.563719668414366
0.09,10.0,180.0,0,0.5,1.0,2106.9,Subj_02,train,7.6529729518330845
4.67,5.0,7.0,1,0.5,1.0,1743.4,Subj_02,train,7.4635925085774755
48.54,50.0,30.0,1,0.5,1.0,2053.0,Subj_02,train,7.627057417018934
19.99,20.0,7.0,1,0.5,1.0,2137.6,Subj_02,train,7.667438983342326
15.38,20.0,30.0,1,0.5,1.0,1609.0,Subj_02,train,7.3833681469923835
9.17,10.0,90.0,1,0.5,1.0,1478.7,Subj_02,train,7.298918602379442
3.66,5.0,365.0,1,0.5,1.0,2039.1,Subj_02,train,7.620263813020702
14.65,20.0,365.0,1,0.5,1.0,1123.4,Subj_02,train,7.0241150800983325
26.32,50.0,90.0,1,0.5,1.0,2851.2,Subj_02,train,7.95549523727649
3.8499999999999996,20.0,7.0,0,0.5,1.0,1992.5,Subj_02,train,7.59714541066437
9.62,50.0,7.0,0,0.5,1.0,1726.5,Subj_02,train,7.453851516830047
49.91,50.0,180.0,1,0.5,1.0,1425.9,Subj_02,train,7.262558472288074
9.99,10.0,30.0,1,0.5,1.0,1525.8,Subj_02,train,7.330274141656129
38.46,50.0,30.0,1,0.5,1.0,1283.8,Subj_02,train,7.157579708877678
36.63,50.0,365.0,1,0.5,1.0,1458.1,Subj_02,train,7.284889497322239
18.35,20.0,90.0,1,0.5,1.0,1216.5,Subj_02,train,7.103733162223577
9.350000000000001,10.0,7.0,1,0.5,1.0,1042.0,Subj_02,train,6.948897222313312
4.24,5.0,180.0,1,0.5,1.0,1067.5,Subj_02,train,6.97307474510278
19.959999999999997,20.0,180.0,1,0.5,1.0,1106.3,Subj_02,train,7.008776393040865
0.18,20.0,180.0,0,0.5,1.0,1358.5,Subj_02,train,7.214136428866403
1.92,10.0,7.0,0,0.5,1.0,1799.2,Subj_02,train,7.495097400645106
49.99,50.0,7.0,1,0.5,1.0,1348.1,Subj_02,train,7.206451472697018
7.6899999999999995,10.0,30.0,1,0.5,1.0,2315.0,Subj_02,train,7.747164966520335
0.26,5.0,30.0,0,0.5,1.0,1422.5,Subj_02,train,7.260171166000486
0.09,5.0,90.0,0,0.5,1.0,1582.7,Subj_02,train,7.366887528339237
46.730000000000004,50.0,7.0,1,0.5,1.0,1009.9,Subj_02,train,6.917606595032511
9.709999999999999,10.0,30.0,1,0.5,1.0,1140.7,Subj_02,train,7.039397388033852
0.36,20.0,90.0,0,0.5,1.0,1161.5,Subj_02,train,7.057467552210464
1.79,5.0,180.0,0,0.5,1.0,1878.2,Subj_02,train,7.5380691503705135
42.37,50.0,180.0,1,0.5,1.0,1004.8,Subj_02,train,6.912543795713934
19.419999999999998,20.0,30.0,1,0.5,1.0,1023.8,Subj_02,train,6.931276474023483
0.91,50.0,90.0,0,0.5,1.0,1426.1,Subj_02,train,7.262698724742721
8.47,10.0,180.0,1,0.5,1.0,1025.2,Subj_02,train,6.932642994489916
9.98,10.0,180.0,1,0.5,1.0,1175.8,Subj_02,train,7.069704045968154
4.98,5.0,365.0,1,0.5,1.0,892.0,Subj_02,train,6.79346613258001
19.979999999999997,20.0,90.0,1,0.5,1.0,1002.7,Subj_02,train,6.91045164052988
5.26,10.0,90.0,1,0.5,1.0,2181.1,Subj_02,train,7.687584615677807
2.63,50.0,30.0,0,0.5,1.0,1282.7,Subj_02,train,7.156722510305805
10.75,50.0,365.0,1,0.5,1.0,2434.3,Subj_02,train,7.797414519855375
9.99,10.0,7.0,1,0.5,1.0,804.2,Subj_02,train,6.6898479944631735
1.08,5.0,365.0,0,0.5,1.0,1732.7,Subj_02,train,7.4574361645168015
4.85,5.0,30.0,1,0.5,1.0,1075.4,Subj_02,train,6.9804479643755775
19.99,20.0,30.0,1,0.5,1.0,1007.1,Subj_02,train,6.914830192654099
4.99,5.0,7.0,1,0.5,1.0,797.4,Subj_02,train,6.681356434947254
45.87,50.0,90.0,1,0.5,1.0,1167.4,Subj_02,train,7.06253433276969
2.63,5.0,90.0,1,0.5,1.0,1860.5,Subj_02,train,7.528600547786677
49.96,50.0,90.0,1,0.5,1.0,1087.1,Subj_02,train,6.991268879209954
0.09,20.0,365.0,0,0.5,1.0,840.7,Subj_02,train,6.734234878141251
1.05,20.0,30.0,0,0.5,1.0,929.3,Subj_02,train,6.834431614563294
9.93,10.0,7.0,1,0.5,1.0,998.7,Subj_02,train,6.906454433249089
2.15,10.0,365.0,1,0.5,1.0,1884.3,Subj_02,train,7.541311678128444
7.33,10.0,365.0,1,0.5,1.0,892.8,Subj_02,train,6.7943625916270465
